Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
200009,15.801,1.824,0.818,0.739,0.739,0,0,0,0.17,34.546,34.546,25.762,78.5,17.17,7.56,7.3,28.36,6.95,11.17,0,26.83,5.18,4.69,0,0.746,0.425,0.317,41.81,0.39,0.23,29.6,46.92,15.28,-2.04,5.97,0.73,0.122,"29,614.07","21,668.07","7,946.00","4,527.13",0,"1,885.54","1,533.33",0,0,0,"1,014.13",-29.351,"2,547.46","-1,160.88",45.57,"1,387.59",0,"1,387.59",0,0.739,0.739,"1,874.20","1,885.54","3,418.88","14,798.94","3,626.36","18,425.30","9,606.86",0,"16,135.92","25,742.78",0,0,0,0,"7,254.74","7,254.74","5,998.72","57,421.54",0,"7,991.55","19,495.09","72,217.44","1,721.58",0,"101,425.66","-58,177.58","43,248.08",0,0,"51,357.03","152,026.65","11,142.22",0,0,"6,998.68","18,140.90","19,984.94",0,0,0,"10,388.20","48,514.04","28,234.58",0,"28,234.58",0,"5,214.34","3,794.37","85,757.33","3,720.48",0,"59,770.63","-3,370.30","4,568.62",-30.363,0,"64,659.07","1,610.25","66,269.33","1,387.59",0,"1,387.59","1,885.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,2.27,2.27,0,0,1.28,0,1.54,-10.49,-9.46,-10.57,0.6,42.91,0.47,"146,928.45","178,332.93",-36.83,-16,-31.05,27.1,45.02,0,47.24,-20.97,2.5,5,-2.86,0,3.54,1.18,1.03,N/A,92.1,74.46,0.16,2.94,48.59,104.03,0,"1,874.20","1,871.70",1.46,,,0,0,106.838,0,0,0,0,0,0,1.66,0,0,0,2.9,0,0,1.74,0
200012,13.092,13.092,13.092,0.746,0.746,0,0,0,0,0,0,0,62.95,17.1,0,7.27,448.84,202.07,0,0,0,100,5.7,0,-,0,0,127.69,0.319,0,0,0,0,0,0,0,0.149,"24,264.44",0,"24,264.44",0,0,0,"24,264.44",0,0,0,"-24,264.44",0,0,0,0,"1,381.96",0,"1,381.96",0,0.746,0.746,"1,853.43",0,"24,264.44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,381.96",0,"1,381.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26,0,0,0,0,0,1.13,0,1.13,-5.8,-5.34,-18.73,0.7,36.18,0.59,"118,012.37","118,012.37",0,0,0,0,42.5,50.19,0,5.91,0,0,0,0,0,0,0,No Debt,77.61,62.95,-0.16,-21.29,5.35,-21.29,0,"1,853.43","1,874.70",1.45,,,0,0,112.209,0,0,0,0,0,0,0,0,0,10.65,0,1.25,0,1.48,0
200103,17.408,-38.088,-38.088,0.927,0.927,0,0,0,0.198,32.177,32.177,23.946,70.75,24.18,10.99,10.05,"-1,520.64",-643.73,9.76,0,0,-218.8,5.52,0,0.744,0.416,0.309,182.04,0.455,0.213,29.97,0,0,29.97,0,0,0.113,"32,441.76",0,"32,441.76",0,0,"103,424.44","-70,982.68",0,0,0,"70,982.68",0,0,0,0,"1,791.73",0,"1,791.73",0,0.927,0.927,"1,863.66",0,"-70,982.68","12,656.13","4,088.28","16,744.41","10,654.02",0,"16,674.87","27,328.89",926.843,"1,056.58",0,"5,041.07",315.521,"7,340.01","6,095.57","57,508.88",0,"7,100.26","17,383.75","64,827.10","1,191.51",0,"90,502.61","-53,159.05","37,343.56",0,0,"47,720.46","142,572.91","10,806.59",0,0,"6,820.03","17,626.62","18,291.91",0,0,0,"10,601.09","46,519.62","25,829.12",0,"25,829.12",0,"4,634.21","4,752.53","81,735.49","3,326.46",0,"54,274.79","-2,366.41","4,093.47",-41.516,0,"59,286.80","1,550.62","60,837.42","1,791.73",0,"1,791.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.67,0,2.2,2.2,0,0,1.26,0,1.51,-8.04,-7.42,-13.48,0.35,41.38,0.52,"130,356.88","159,284.12",-36.11,-13.99,-29.79,25.15,43.91,61.93,47.69,-8.91,2.39,6,-2.41,0,4.16,1.24,1.08,N/A,75.79,55.3,1.72,13.12,33.47,11.24,0,"1,863.51","1,842.50",1.36,,,0,"215,648.00",121.505,0,0,0,0,0,0,1.48,0,0,0,2.81,1.14,0,1.61,0
200106,15.536,15.536,15.536,0.53,0.53,0,0,0,0,0,0,0,70.45,13.16,0,5.47,612.53,259.3,0,0,0,100,3.41,0,-,0,0,160.44,0.401,0,0,0,0,0,0,0,0.128,"28,592.41",0,"28,592.41",0,0,0,"28,592.41",0,0,0,"-28,592.41",0,0,0,0,975.61,0,975.61,0,0.53,0.53,"1,840.39",0,"28,592.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.61,0,975.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,1.22,0,1.21,-7.94,-7.22,-13.85,0.35,42.02,0.52,"129,804.13","129,804.13",0,0,0,0,43.88,65.68,0,5.62,0,0,0,0,0,0,0,No Debt,70.45,63.55,0,-0.28,-27.38,-0.28,0,"1,840.39","1,842.50",1.25,,,0,0,122.351,0,0,0,0,0,0,0,0,0,12.54,0,1.07,0,1.61,0
200109,15.376,1.167,1.167,0.524,0.524,0,0,0,0.179,32.446,32.446,27.641,51.85,12.94,8.09,5.13,42.66,9.89,9.37,0,20.58,7.59,3.41,0,0.852,0.397,0.338,30.96,0.376,0.342,35.64,44.78,14.85,5.71,6.15,0.79,0.129,"28,249.96","22,435.19","5,814.78","3,672.38",0,-1.007,"2,143.40",0,0,0,-342.46,-7.051,"1,800.94",-837.014,46.48,963.925,0,963.925,0,0.524,0.524,"1,837.31",0,"2,143.40","15,790.45","4,360.33","20,150.77","11,033.27",0,"16,819.84","27,853.11",0,0,0,0,"7,301.46","7,301.46","6,166.30","61,471.64",0,"8,568.56","19,823.42","56,771.88","1,123.07","12,390.02","98,676.94","-58,478.14","40,198.81",0,0,"48,591.10","150,261.55","11,010.10",0,0,"7,308.51","18,318.61","21,692.85",0,0,0,"9,724.87","49,736.33","29,092.01",0,"29,092.01",0,"4,455.01","4,843.80","88,127.15","3,349.06",0,"55,064.61","-2,825.30","4,122.62",-97.702,0,"59,613.29","2,521.11","62,134.40",963.925,0,963.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,0,1.6,1.6,0,0,0.84,0,1.12,-7.06,-7.06,-14.16,0.68,29.41,0.73,"95,264.37","128,419.57",-38.37,-15.88,-31.88,26.08,43.57,70.95,44.61,-7.55,2.05,5,-2,0,3.4,1.24,1.09,N/A,74.89,46.77,0.28,-2.69,-29.11,-36.02,0,"1,837.31","1,837.31",1.37,,,0,0,118.612,0,0,0,0,0,0,1.16,0,0,0,1.99,0.73,0,1.19,0
200112,13.704,13.704,13.704,0.97,0.97,0,0,0,0,0,0,0,50.96,24.47,0,9.71,512.68,222.16,0,0,0,100,7.08,0,-,0,0,137.15,0.343,0,0,0,0,0,0,0,0.142,"25,761.25",0,"25,761.25",0,0,0,"25,761.25",0,0,0,"-25,761.25",0,0,0,0,"1,823.14",0,"1,823.14",0,0.97,0.97,"1,879.79",0,"25,761.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,823.14",0,"1,823.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28,0,0,0,0,0,0.88,0.98,0.89,-7.87,-7.87,-12.71,19.29,31.13,0.74,"95,793.95","95,793.95",0,0,0,0,44.01,52.86,0,8.18,0,0,0,0,0,0,0,No Debt,52.19,45.59,-2.31,4.67,30.07,4.67,18.74,"1,879.79","1,879.79",1.39,,,0,0,127.595,0,0,0,0,0,0,0,0,0,6.23,0,0.96,0,1.16,0
200203,15.885,-42.174,-42.174,0.341,0.341,0,0,0,0.215,30.293,30.293,27.969,58.15,7.79,4.06,2.93,"-1,504.64",-641.16,10.07,0,0,-265.5,1.96,0,0.923,0.376,0.347,149.92,0.375,0.631,36.75,0,0,36.75,0,0,0.133,"27,533.42",0,"27,533.42",0,0,"100,635.86","-73,102.44",0,0,0,"73,102.44",0,0,0,0,538.429,0,538.429,0,0.341,0.341,"1,733.34",0,"-73,102.44","12,611.43","4,723.71","17,335.13","11,088.24",0,"19,251.80","30,340.03","1,162.17",860.976,0,"4,977.23",319.443,"7,319.82","6,443.63","61,438.62",0,"7,857.30","18,432.40","52,961.70","1,782.80","12,056.71","93,090.91","-54,223.25","38,867.65",0,0,"46,621.51","146,927.78","10,811.39",0,0,"7,064.27","17,875.65","22,711.93",0,0,0,"10,190.76","50,778.33","28,332.10",0,"28,332.10",0,"3,554.44","6,759.02","89,423.90","3,022.04",0,"51,787.37","-2,034.30","3,732.93","-1,224.03",0,"55,284.01","2,219.88","57,503.89",538.429,0,538.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.71,0,1.92,1.92,0,0,0.97,1.53,1.31,-7.1,-7.1,-14.08,16.69,33.68,0.68,"106,123.75","142,052.52",-40.72,-16.55,-34.15,26.64,42.37,37.59,40.15,-10.52,2.01,2,-2.44,0,2.93,1.21,1.07,N/A,62.45,51.94,2.91,-8.75,-63.18,-10.73,16.19,"1,733.34","1,825.00",1.45,8/23/02,8/23/02,0,"246,702.00",131.061,0,0,0,0,0,0,1.45,0,0,0,2.18,1.55,0,1.37,0
200206,16.377,16.377,16.377,0.931,0.931,0,0,0,0,0,0,0,53,24.35,0,9.16,609.57,259.75,0,0,0,100,5.68,0,-,0,0,161.25,0.403,0,0,0,0,0,0,0,0.124,"29,615.72",0,"29,615.72",0,0,0,"29,615.72",0,0,0,"-29,615.72",0,0,0,0,"1,682.91",0,"1,682.91",0,0.931,0.931,"1,808.33",0,"29,615.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,682.91",0,"1,682.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,0,0,0,0,0,0.83,1.31,0.84,-4.86,-4.86,-20.58,14.63,28.21,0.74,"96,725.00","96,725.00",0,0,0,0,42.97,39.96,0,9.49,0,0,0,0,0,0,0,No Debt,61.83,49.92,0,5.41,75.55,5.41,14.05,"1,808.33","1,825.00",1.35,,,0,0,123.291,0,0,0,0,0,0,0,0,0,5.58,0,1.33,0,1.23,0
200209,17.288,1.556,1.556,0.985,0.985,0,0,0,0.219,33.537,33.537,31.2,51.1,23.07,15.18,8.73,53.68,13.31,3.33,0,20.93,9,5.59,0,0.93,0.378,0.352,32.64,0.39,0.222,29.28,41.77,14.05,1.56,6.49,0.79,0.122,"31,205.44","24,674.91","6,530.53","3,723.55",0,-1.005,"2,807.99",0,0,0,154.771,-39.195,"2,962.76","-1,217.06",41.08,"1,745.70",0,"1,745.70",0,0.985,0.985,"1,805.00",0,"2,807.99","15,330.36","4,870.26","20,200.62","10,011.87",0,"22,186.51","32,198.38",0,0,0,0,"7,599.86","7,599.86","7,244.08","67,242.94",0,"8,568.68","20,045.85","57,503.43","1,968.81","11,639.98","99,726.74","-57,880.30","41,846.44",0,0,"50,961.84","160,051.22","11,295.26",0,0,"7,720.46","19,015.72","25,181.43",0,0,0,"10,470.15","54,667.30","31,135.08",0,"31,135.08",0,"4,070.27","6,816.96","96,689.61","3,255.21",0,"57,653.17","-2,921.55","4,026.05","-1,479.37",0,"60,533.52","2,828.09","63,361.61","1,745.70",0,"1,745.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55,0,1.52,1.52,0,0,0.79,1.29,1.12,-6.96,-6.96,-14.37,13.11,26.55,0.85,"92,235.45","131,179.43",-43.94,-17.88,-37.68,26.52,44.33,39.1,49.34,-7.02,1.98,4,-2.67,0,3.62,1.23,1.09,N/A,53.88,45.06,1.1,12.43,88.04,33.33,12.02,"1,805.00","1,805.00",1.23,,,0,0,121.078,0,0,0,0,0,0,1.04,0,0,0,1.93,1.31,0,1.15,0
200212,19.036,1.725,1.725,0.77,0.77,0,0,0,0,34.146,34.123,32.445,53,11.61,7.49,4.37,26.14,7.14,2.65,0,24.27,9.06,5.16,0,0.95,0.374,0.356,20.55,0.212,0,29.19,39.23,28.32,18.28,3.22,0.76,0.235,"34,360.20","26,021.80","8,338.40","5,224.05",0,0,"3,114.35",0,0,0,9.745,-58.467,"3,124.10","-1,292.13",41.36,"1,773.51",0,"1,773.51",0,0.77,0.77,"1,805.00",0,"3,114.35","6,159.52","12,810.16","18,969.68","10,990.86",0,"27,441.58","38,432.44",0,0,0,0,"8,552.78","8,552.78","20,913.72","86,868.62",0,"8,992.26","10,039.79","19,466.66","2,107.74","3,433.00","44,039.45",0,"44,039.45",41.901,0,"33,670.29","164,620.26","11,186.73",0,0,"10,961.63","22,148.35","26,497.34",0,6.821,6.821,"8,890.91","57,543.42","32,065.36",0,"32,065.36",0,"3,126.05","6,384.62","99,119.45","3,258.57",0,"57,808.47",-29.234,"3,430.08","-2,833.71",-0.974,"61,633.20","3,867.61","65,500.81","1,773.51",0,"1,773.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13,0,1.55,1.55,0,0,0.75,1.65,1.1,-3.23,-3.23,-30.96,11.45,26.21,0.82,"95,664.95","139,125.57",-46.55,-8.93,-39.61,27.66,48.11,31.78,48.2,-4.02,2.16,5,-2.54,0.657,3.49,1.51,1.36,N/A,54.33,47.27,0,38.91,-20.63,-87.41,10.38,"1,805.00","1,805.00",0.81,,,0,0,121.893,0,0,0,0,0,0,1.1,0,0,0,1.92,1.67,0,1.1,0
200303,20.285,1.138,1.138,0.701,0.701,0,0,0,0.298,34.121,34.121,34.769,44.95,6.06,4.59,2.2,14.31,4.22,2.18,0,14.93,5.61,2.97,0,1.019,0.353,0.36,11.08,0.186,0.426,36.21,44.17,29.71,21.75,3.07,0.85,0.277,"30,752.95","26,162.93","4,590.02","2,864.45",0,0,"1,725.57",0,0,0,-289.013,42.684,"1,436.56",-524.23,36.49,912.329,0,912.329,0,0.701,0.701,"1,516.05",0,"1,725.57","13,165.33","5,464.93","18,630.26","12,204.15",0,"24,965.93","37,170.08","1,120.22","1,103.32",0,"5,883.40",375.726,"8,482.67","7,017.54","71,300.55",0,"8,799.75","20,848.84","71,867.12","1,749.41",0,"103,265.12","-60,231.53","43,033.60",0,0,"52,319.41","166,653.55","12,664.37",0,0,"8,794.78","21,459.15","25,789.94",0,0,0,"11,082.94","58,332.02","34,214.96",0,"34,214.96",0,"3,067.44","9,543.25","105,157.67","3,283.13",0,"60,381.62","-4,996.76","4,083.29","-3,864.61",0,"58,886.67","2,609.21","61,495.88",912.329,0,912.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,0,1.32,1.32,0,0,0.6,5.21,0.94,3.13,3.13,31.95,3.76,20.79,1.15,"77,575.16","121,559.00",-51.65,-21.13,-43.89,31.46,49.71,21.67,50.98,-3.42,1.96,5,-2.34,0.625,3.67,1.22,1.08,N/A,55.44,44.95,4.39,27.7,105.32,102.7,2.46,"1,516.01","1,725.81",0.52,7/31/03,7/31/03,0,"264,096.00",118.687,0,0,0,0,0,0,0.88,0.56,0,0,1.43,2.07,0,0.9,0
200306,25.688,2.139,2.139,1.397,1.397,0,0,0,0,36.013,36.013,37.378,51.8,12.42,8.63,4.38,25.7,6.18,2.51,0,20.62,8.33,5.44,0,1.038,0.352,0.366,16.61,0.201,0,29.78,41.24,28.92,17.46,3.16,0.79,0.252,"34,547.95","27,423.79","7,124.15","4,247.77",0,0,"2,876.38",0,0,0,257.073,-111.331,"3,133.45","-1,322.81",42.22,"1,878.45",0,"1,878.45",0,1.397,1.397,"1,344.93",0,"2,876.38","10,848.67","6,945.01","17,793.69","11,275.78",0,"24,460.37","35,736.15",0,0,0,"8,898.36",0,"8,898.36","7,823.51","70,251.71",0,"9,497.52","23,256.99","78,704.75","1,773.20",0,"113,232.45","-66,714.43","46,518.02",0,0,"59,657.07","176,426.81","12,394.15",0,0,"9,723.22","22,117.37","28,237.52",0,0,0,"10,518.73","60,873.61","36,270.54",0,"36,270.54",0,"3,190.13","10,379.06","110,713.34","3,351.06",0,"62,923.11","-3,872.29","4,167.82","-4,420.84",2.024,"62,150.88","3,562.58","65,713.46","1,878.45",0,"1,878.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48,0,1.44,1.44,0,0,0.63,0,1.06,13.19,13.19,7.58,1.07,23.17,1,"89,396.96","139,673.91",-55.91,-25.51,-48.43,36.43,56.32,22.78,55.87,-3.77,2.01,6,-3.13,0.675,3.58,1.15,1.01,N/A,52.8,41.31,0,56.85,50.08,-86.94,-0.03,"1,344.93","1,725.81",0.53,,,0,0,118.329,0,0,0,0,0,0,0.93,0.59,0,0,1.42,2.27,0,0.92,0
200309,19.891,1.857,1.857,1.34,1.34,0,0,0,0.319,36.629,36.629,35.038,59.55,14.28,8.76,5.12,28.63,7.41,3.18,0,21.38,9.34,6.38,0,0.957,0.364,0.349,17.16,0.201,0.238,28.64,44.14,29.34,13.84,3.11,0.79,0.253,"35,902.92","28,226.57","7,676.35","4,325.29",0,-0.971,"3,352.03",0,0,0,290.425,-81.591,"3,642.45","-1,353.05",37.15,"2,289.40",0,"2,289.40",0,1.34,1.34,"1,805.00",0,"3,352.03","10,854.51","7,253.82","18,108.33","11,269.26",0,"23,690.50","34,959.76",0,0,0,0,"9,252.80","9,252.80","8,439.80","70,760.69",0,"9,905.53","24,235.42","80,395.22","1,705.64",0,"116,241.80","-69,090.02","47,151.78",0,0,"63,492.30","181,404.77","13,653.85",0,0,"9,203.26","22,857.11","27,369.87",0,0,0,"11,535.40","61,762.38","35,873.78",0,"35,873.78",0,"3,609.43","10,311.54","111,557.12","3,466.64",0,"67,721.43","-4,161.14","4,311.69","-5,223.76",0,"66,114.87","3,732.78","69,847.65","2,289.40",0,"2,289.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22,0,1.63,1.63,0,0,0.65,0,1.09,13.33,13.33,7.5,-0.49,23.52,1.04,"107,487.69","156,355.79",-53.84,-24.67,-46.59,30.54,58.17,25.46,58.89,2.6,2.12,5,-2.47,0.652,3.78,1.15,1,N/A,70.62,54.47,-4.59,15.06,36.1,19.34,-2.13,"1,805.00","1,805.00",0.51,,,0,0,114.8,0,0,0,0,0,0,1.01,0.58,0,22.9,1.95,2.34,0,1.02,0
200312,28.348,2.596,2.596,1.851,1.851,0,0,0,0,49.367,49.367,48.89,68.75,15.52,11.17,5.64,30.93,16.99,2.89,0,21.06,9.16,6.53,0,0.99,0.362,0.359,18.18,0.216,0,27.32,38.61,27.26,15.97,3.35,0.79,0.236,"40,662.76","32,098.61","8,564.14","4,839.48",0,0.995,"3,723.67",0,0,0,"-7,707.13",-135.37,"-3,983.46","-1,545.81",-38.81,"2,655.64",0,"2,655.64",0,1.851,1.851,"1,434.41",0,"3,723.67","11,420.85","5,256.54","16,677.38","12,173.35",0,"28,144.02","40,317.36",0,0,0,0,"9,924.81","9,924.81","9,952.68","76,872.24",0,"10,486.20","25,782.01","84,424.09","1,971.82",0,"122,664.12","-73,507.89","49,156.23",0,0,"69,458.74","195,487.20","13,582.79",0,0,"9,438.08","23,020.86","31,663.64",0,0,0,"12,762.60","67,447.10","38,463.99",0,"38,463.99",0,"4,046.17","10,582.75","120,540.01","3,680.87",0,"73,934.91","-4,623.48","4,590.64","-6,770.49",0,"70,812.44","4,134.76","74,947.20","2,655.64",0,"2,655.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03,0,1.39,1.39,0,0,0.67,0,1.02,12.46,12.46,8.03,-6.97,24.59,0.9,"98,615.62","156,200.62",-75.29,-33.33,-65.47,40.4,64.78,90.35,76.65,6.61,1.92,7,-2.56,0.708,3.96,1.14,0.99,N/A,70.08,59.44,20.53,48.92,140.5,50.49,-8.45,"1,434.41","1,434.41",0.5,,,0,0,107.738,0,0,0,0,0,0,0.9,0.53,0,10.4,1.7,0.76,0,1.06,0
200403,22.054,2.335,2.335,1.767,1.767,0,0,0,0.412,44.644,44.644,41.276,74.5,18.01,10.78,6.6,37.9,13.15,3.31,0,15.99,10.59,7.46,0,0.925,0.371,0.343,14.15,0.221,0.233,29.02,38.55,24.53,15,3.72,0.84,0.226,"43,782.65","36,779.89","7,002.76","2,367.98",0,0,"4,634.78",0,0,0,"15,370.92",-88.698,"20,005.70","-1,904.89",9.52,"3,268.03",0,"3,268.03",0,1.767,1.767,"1,985.25",0,"4,634.78","15,724.16","4,698.90","20,423.05","13,922.80",0,"27,448.82","41,371.62","1,410.34","1,505.45",0,"6,519.47",412.15,"9,847.41","8,790.62","80,432.71",0,"10,322.97","25,470.69","83,513.75","2,155.86",0,"121,463.27","-72,789.19","48,674.08",0,0,"71,239.55","200,346.33","15,537.78",0,0,"10,301.84","25,839.61","30,126.36",0,0,0,"13,099.46","69,065.43","38,607.62",0,"38,607.62",0,"7,076.69","7,195.82","121,945.56","3,609.44",0,"75,685.77","-1,859.96","4,500.99","-7,592.60",0,"74,343.64","4,057.13","78,400.78","3,268.03",0,"3,268.03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,0,1.67,1.67,0,0,0.72,0,1.07,11.42,11.42,8.76,-5.32,24.59,0.98,"124,060.38","176,428.44",-63.4,-27.37,-54.17,31.21,70.83,34.25,79.9,13.58,2.36,4,-2.94,0.648,5.04,1.16,1.02,N/A,75.84,65.28,-16.09,8.72,152.2,105.18,-6.7,"1,984.64","1,665.24",0.56,7/2/04,7/2/04,0,"264,410.00",108.516,0,0,0,0,0,0,0.93,0.38,0,5.49,2.39,2.18,0,1.05,0
