Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
200212,8.377,0.67,0.67,0.487,0.487,0,0,0,0,11.066,11.066,9.395,18.06,17.6,10.8,6.51,45.98,9.9,2.88,0,30.88,7.99,5.79,0,0.849,0.368,0.313,34.74,0.281,0,16.92,50.08,45.71,12.55,2,0.69,0.346,"16,325.02","11,284.17","5,040.85","2,862.94",874.085,-0.974,"1,304.79",0,0,0,124.73,0,"1,429.52",-484.303,33.88,945.22,0,945.22,0,0.487,0.487,"1,948.83",0,"1,304.79","4,087.83",0,"4,087.83","3,027.63",0,"7,583.20","10,610.82",0,0,0,0,"5,772.66","5,772.66","3,627.89","24,099.21",0,"2,768.42","7,491.60","16,614.43",850.698,0,"27,725.15","-16,377.64","11,347.51",0,0,"23,084.80","58,531.52","6,192.65",0,0,"5,473.51","11,666.16","9,811.77",0,0,0,"2,327.00","23,804.92","8,497.23",0,"8,497.23",0,0,"4,663.73","36,965.89",706.479,0,"24,989.86","-5,343.90","1,415.88",-201.712,-0.974,"21,565.63",0,"21,565.63",945.22,0,945.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23,0,1.63,1.63,0,0,0.54,1.48,0.76,8.91,8.91,11.22,6.89,18.82,0.55,"35,195.87","49,417.04",-16.87,-6.6,-14.22,8.88,18.38,12.16,20.73,31.99,2.57,5,-2.44,0.622,5.73,1.01,0.77,N/A,21.27,16.87,0,18.57,47.13,7.54,6.89,"1,948.83","1,948.83",0.56,,,0,0,121.893,0,0,0,0,0,0,0.87,0,0,0.56,2.03,1.49,0,0.98,0
200303,9.137,0.887,0.887,0.499,0.499,0,0,0,0.057,11.354,11.354,10.14,16.6,17.91,12.27,6.35,59.99,11.31,2.47,0,33.28,9.71,5.49,0,0.893,0.342,0.306,38.54,0.289,0.114,19.15,51.94,46.42,13.63,1.97,0.67,0.339,"17,827.05","11,893.54","5,933.51","3,218.09",982.675,1.995,"1,730.75",0,0,0,-91.053,0,"1,639.70",-661.443,40.34,978.255,0,978.255,0,0.499,0.499,"1,951.09",0,"1,730.75","4,606.13",0,"4,606.13","3,740.37",0,"9,235.12","12,975.48","1,882.61",199.791,0,"4,245.31",0,"6,327.71","3,793.05","27,702.37",0,"2,885.54","7,932.00","17,027.96",607.325,0,"28,452.83","-16,720.82","11,732.01",0,0,"25,196.53","64,630.91","6,770.03",0,0,"6,541.42","13,311.45","10,167.48",0,0,0,"2,793.10","26,272.02","9,593.95",0,"9,593.95",0,0,"6,637.83","42,503.80",724.615,0,"26,602.03","-6,172.65","1,451.22",-478.107,0,"22,127.10",0,"22,127.10",978.255,0,978.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,1.46,1.46,0,0,0.48,1.13,0.71,8.21,8.21,12.18,8.01,15.93,0.69,"32,350.58","47,505.87",-19.45,-7.6,-16.38,9.05,18.87,14.71,21.46,16.47,2.39,3,-2.62,0.637,5.44,1.05,0.81,N/A,18.62,16.47,0,10.47,18.41,17.95,8.01,"1,951.09","1,948.83",0.32,7/15/03,7/15/03,0,"126,900.00",118.687,0,0,0,0,0,0,0.77,0,0,1.01,1.83,1.13,0,0.88,0
200306,8.814,0.659,0.659,0.447,0.447,0,0,0,0,11.844,11.844,10.782,19.05,15.21,9.45,5.23,42.92,8.4,2.65,0,30.86,7.48,5.07,0,0.91,0.346,0.315,31.85,0.258,0,17.31,49.79,50.13,17.65,1.82,0.69,0.38,"16,951.62","11,720.09","5,231.53","3,097.02",867.368,-1.012,"1,268.16",0,0,0,88.052,0,"1,356.21",-496.94,36.64,859.271,0,859.271,0,0.447,0.447,"1,923.23",0,"1,268.16","4,887.42",0,"4,887.42","3,215.43",0,"9,404.41","12,619.84",0,0,0,0,"6,550.30","6,550.30","3,951.23","28,008.79",0,"2,944.19","8,067.43","17,216.79",720.613,-1.012,"28,948.01","-17,044.73","11,903.28",0,0,"26,861.07","66,773.13","6,394.43",0,0,"6,433.90","12,828.34","10,604.76",0,0,0,"3,109.16","26,542.26","10,408.41",0,"10,408.41",0,0,"6,740.57","43,691.24",726.686,0,"27,392.42","-5,957.21","1,456.41",-535.4,-1.012,"23,081.90",0,"23,081.90",859.271,0,859.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,1.61,1.61,0,0,0.55,1.25,0.79,9.5,9.5,10.53,8.4,17.66,0.6,"37,125.21","53,250.96",-19.91,-8.05,-16.99,9.51,19.29,15.21,21.92,16.49,2.4,3,-2.58,0.607,5.25,1.06,0.81,N/A,19.97,15.2,0,9.48,0.03,-7.18,8.4,"1,923.23","1,948.83",0.33,,,0,0,118.329,0,0,0,0,0,0,0.87,0,0,1.16,2,1.25,0,0.99,0
200309,9.143,0.687,0.687,0.623,0.623,0,0,0,0.071,12.517,12.517,11.368,20.16,20.38,12.66,7.02,44.05,8.83,3.73,0,30.77,7.52,6.81,0,0.908,0.343,0.312,31.73,0.258,0.114,14.5,50.07,50.19,14.62,1.82,0.69,0.381,"17,584.78","12,173.56","5,411.23","3,077.14","1,012.12",0,"1,321.97",0,0,0,483.718,0,"1,805.69",-608.047,33.67,"1,197.64",0,"1,197.64",0,0.623,0.623,"1,923.23",0,"1,321.97","5,447.17",0,"5,447.17","2,793.52",0,"9,431.52","12,225.04",0,0,0,0,"6,841.98","6,841.98","4,461.28","28,975.46",0,"3,030.52","8,128.01","17,315.73",812.024,-0.971,"29,285.31","-17,180.72","12,104.60",0,0,"28,588.87","69,668.93","6,679.77",0,0,"6,882.78","13,562.55","10,539.80",0,0,0,"3,398.65","27,500.99","11,185.73",0,"11,185.73",0,0,"7,061.50","45,748.22",749.859,0,"29,487.34","-7,079.95","1,505.55",-742.089,0,"23,920.71",0,"23,920.71","1,197.64",0,"1,197.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,1.61,1.61,0,0,0.53,1.02,0.76,9.22,9.22,10.85,9.02,16.34,0.63,"38,526.97","54,805.33",-21.09,-8.78,-18.2,10.3,19.87,19.77,24.06,18.28,2.43,4,-2.59,0.602,5.71,1.05,0.8,N/A,24.81,20.11,1.94,12.63,68.56,6.02,9.02,"1,923.23","1,911.06",0.39,,,0,0,114.8,0,0,0,0,0,0,0.84,0,0,1.1,1.96,1.02,0,1.01,0
200312,9.478,0.767,0.767,0.735,0.735,0,0,0,0,13.2,13.2,11.479,22.5,22.57,13.28,7.88,48.06,9.59,3.81,0,31.06,8.09,7.58,0,0.87,0.354,0.308,32.26,0.26,0,13.19,49.28,50.28,14.19,1.81,0.69,0.38,"18,470.04","12,733.74","5,736.30","3,203.09","1,039.16",0,"1,494.05",0,0,0,625.091,0,"2,119.14",-718.655,33.91,"1,400.48",0,"1,400.48",0,0.735,0.735,"1,948.83",0,"1,494.05","5,961.26",0,"5,961.26","2,670.57",0,"9,976.57","12,647.14",0,0,0,0,"7,191.53","7,191.53","4,746.91","30,546.84",0,"3,238.93","8,614.91","18,433.21",961.525,-0.995,"31,247.57","-18,480.99","12,766.58",0,0,"29,284.71","72,598.13","6,876.99",0,0,"6,807.32","13,684.31","9,298.72",0,0,0,"3,393.21","26,376.25","13,071.17",0,"13,071.17",0,0,"7,426.44","46,873.85",798.285,0,"32,590.32","-8,152.06","1,601.55","-1,113.82",0,"25,724.28",0,"25,724.28","1,400.48",0,"1,400.48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05,0,1.7,1.7,0,0,0.57,0.91,0.79,9.59,9.59,10.43,9.92,16.61,0.57,"43,848.68","60,257.31",-20.99,-8.38,-18.12,10.76,20.48,24.66,26.16,39.83,2.62,4,-2.84,0.605,6.11,1.16,0.89,N/A,22.5,19.57,-1.98,13.14,51.07,14.48,9.92,"1,948.83","1,948.83",0.43,,,0,0,107.738,0,0,0,0,0,0,0.86,0,0,0.56,2.09,0.91,0,1.1,0
200403,11.085,0.709,0.709,0.364,0.364,0,0,0,0.095,14.062,14.062,12.941,23.14,10.47,6.35,3.66,38.91,-0.24,3.84,0,32.33,6.4,3.46,0,0.92,0.345,0.318,34.23,0.265,0.26,15.87,55.42,48.58,9.03,1.88,0.68,0.36,"19,760.31","13,372.33","6,387.98","4,038.79","1,086.31",-0.988,"1,263.87",0,0,0,-844.11,0,419.756,-428.479,102.08,682.997,0,682.997,0,0.364,0.364,"1,782.62",0,"1,263.87","6,669.34",0,"6,669.34","3,437.47",0,"11,643.00","15,080.47","2,043.46",204.634,0,"4,797.85",0.961,"7,046.91","4,837.24","33,633.96",0,"3,266.46","8,913.59","19,079.00",453.461,0,"31,712.51","-18,495.84","13,216.67",0,0,"29,829.49","76,680.12","8,121.95",0,0,"7,491.72","15,613.67","11,513.31",0,0,0,"3,575.81","30,702.79","12,840.07",0,"12,840.07",0,0,"6,674.14","50,217.00",792.597,0,"33,046.96","-7,569.54","1,590.00","-1,395.93",-0.961,"26,463.12",0,"26,463.12",682.997,0,682.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87,0,1.65,1.65,0,0,0.56,0.96,0.79,10.73,10.73,9.32,10.31,16.12,0.71,"43,545.55","61,229.58",-23.14,-8.81,-19.9,12.43,21.17,24.18,26.2,18.77,2.38,3,-2.79,0.608,5.4,1.1,0.87,N/A,24.49,20.97,3.44,21.32,-27.01,-20.07,10.31,"1,782.62","1,881.83",0.51,7/9/04,7/11/05,0,"131,600.00",108.516,0,0,0,0,0,0,0.88,0,0,1.23,1.86,0.96,0,1.09,0
200406,9.714,0.75,0.75,0.555,0.555,0,0,0,0,14.001,14.001,12.056,24.32,15.53,8.93,5.47,44.05,7.2,4.51,0,30.45,7.72,5.51,0,0.861,0.36,0.31,30.24,0.248,0,14.82,51.51,48.34,11.65,1.89,0.7,0.368,"18,931.83","13,167.81","5,764.02","3,315.31",987.834,0,"1,460.88",0,0,0,129.194,0,"1,590.08",-718.515,45.19,"1,043.49",0,"1,043.49",0,0.555,0.555,"1,948.83",0,"1,460.88","5,980.67",0,"5,980.67","3,073.81",0,"11,843.08","14,916.89",0,0,0,0,"6,904.90","6,904.90","4,856.69","32,659.14",0,"3,247.73","8,937.22","19,209.10",666.838,0,"32,060.88","-18,748.97","13,311.91",0,0,"29,841.73","75,812.78","7,433.60",0,0,"7,158.32","14,591.92","9,975.73",0,0,0,"3,857.92","28,425.57","13,518.62",0,"13,518.62",0,0,"6,583.90","48,528.09",786.093,0,"33,604.25","-7,194.10","1,577.16","-1,488.71",0,"27,284.69",0,"27,284.69","1,043.49",0,"1,043.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,0,1.74,1.74,0,0,0.61,0.98,0.86,11.55,11.55,8.66,10.69,16.9,0.68,"47,395.55","64,909.23",-21.83,-8.14,-18.88,11.33,21.67,24.82,26.79,17.85,2.52,2,-2.74,0.584,5.7,1.15,0.91,N/A,24.55,20.25,-3.56,10.21,24.13,13.81,10.69,"1,948.83","1,948.83",0.63,,,0,0,109.434,0,0,0,0,0,0,0.91,0,0,1.36,2.15,0.98,0,1.12,0
200409,10.116,0.836,0.836,0.617,0.617,0,0,0,0.126,15.256,15.256,13.925,24.36,16.57,10.36,5.89,46.08,8.07,3.45,0,31.01,8.26,6.07,0,0.913,0.351,0.321,30.1,0.243,0.204,15.6,55.55,49.84,9.89,1.83,0.69,0.377,"19,037.37","13,133.74","5,903.64","3,276.69","1,054.58",0,"1,572.37",0,0,0,-66.973,0,"1,505.40",-606.757,40.31,"1,155.54",0,"1,155.54",0,0.617,0.617,"1,881.83",0,"1,572.37","6,327.47",0,"6,327.47","3,253.70",0,"12,408.03","15,661.73",0,0,0,0,"7,441.02","7,441.02","4,871.05","34,301.26",0,"3,249.70","9,171.33","19,939.01",801.679,0,"33,161.72","-19,175.32","13,986.40",0,0,"32,800.86","81,088.52","7,995.80",0,0,"7,698.92","15,694.71","11,579.36",0,0,0,"4,046.38","31,320.45","14,437.22",0,"14,437.22",0,0,"6,828.27","52,585.94",782.686,0,"33,176.71","-6,776.29","1,568.37",-249.9,1,"28,502.58",0,"28,502.58","1,155.54",0,"1,155.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79,0,1.6,1.6,0,0,0.61,0.98,0.86,11.34,11.34,8.82,11.01,16.53,0.91,"45,511.06","65,200.17",-24.76,-9.79,-21.46,12.17,22.21,24.86,27.93,17.61,2.29,3,-2.52,0.636,5.28,1.1,0.86,N/A,25.45,22.49,4.13,10.64,-0.96,21.69,11.01,"1,881.83","1,868.27",0.37,,,0,0,110.091,0,0,0,0,0,0,0.87,0,0,1.38,2,0.98,0,1.1,0
200412,11.051,0.817,0.817,0.778,0.778,0,0,0,0,16.34,16.34,14.442,26.06,19.71,12.4,7.02,42.53,7.91,3.29,0,30.49,7.39,7.07,0,0.884,0.361,0.319,30.28,0.248,0,14.87,51.21,49.98,13.64,1.83,0.7,0.381,"20,519.18","14,262.61","6,256.57","3,625.45","1,115.90",-0.988,"1,516.21",0,0,0,291.578,0,"1,807.78",-640.483,35.43,"1,449.98",0,"1,449.98",0,0.778,0.778,"1,856.83",0,"1,516.21","6,318.84",0,"6,318.84","3,342.77",0,"12,612.97","15,955.74",0,0,0,0,"8,181.98","8,181.98","4,976.59","35,433.15",0,"3,456.44","9,616.14","20,877.97",942.934,0,"34,893.49","-20,362.03","14,531.46",0,0,"34,234.22","84,198.83","8,004.06",0,0,"7,461.43","15,465.50","12,048.60",0,0,0,"4,509.08","32,023.17","14,785.48",0,"14,785.48",0,0,"7,030.49","53,839.14",827.291,0,"36,281.20","-7,898.30","1,659.52",-510.014,0,"30,359.70",0,"30,359.70","1,449.98",0,"1,449.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66,0,1.59,1.59,0,0,0.59,1,0.84,11.26,11.26,8.88,10.62,15.74,0.85,"48,420.26","68,935.49",-25.58,-9.91,-22.02,13.33,23.09,25.95,29.17,40.26,2.36,3,-2.4,0.627,5.14,1.11,0.85,N/A,26.99,24,0.55,16.6,5.76,6.52,10.62,"1,856.83","1,858.03",0.34,,,0,0,103.81,0,0,0,0,0,0,0.89,0,0,0.65,1.95,1,0,1.13,0
200503,11.826,0.707,0.707,0.488,0.488,0,0,0,0.137,16.261,16.261,14.29,25.04,11.71,7.6,4.18,36.33,6.07,3.47,0,28.98,5.98,4.02,0,0.879,0.353,0.31,30.15,0.26,0.28,30.55,53.66,46.84,23.73,1.95,0.71,0.365,"22,466.29","15,954.51","6,511.78","3,947.76","1,219.31",0.975,"1,343.73",0,0,0,-105.368,0,"1,238.36",-523.672,42.29,902.249,0,902.249,0,0.488,0.488,"1,899.66",0,"1,343.73","7,352.66",0,"7,352.66","7,520.77",0,"9,706.09","17,226.85","2,532.73",237.38,0,"5,427.14",0,"8,197.25","5,328.31","38,105.08",0,"3,471.04","9,799.82","21,490.52",912.843,0,"35,674.23","-20,615.38","15,058.85",0,0,"35,397.11","88,561.05","9,382.11",0,0,"8,685.25","18,067.36","12,652.45",0,0,0,"4,911.63","35,631.44","14,823.51",0,"14,823.51",0,0,"6,840.21","57,295.16",818.095,0,"36,210.12","-7,217.16","1,640.27",-184.402,-1.019,"31,265.89",0,"31,265.89",902.249,0,902.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,1.54,1.54,0,0,0.59,1.08,0.84,11.52,11.52,8.68,9.57,15.28,1.05,"48,145.91","68,269.21",-25.97,-9.98,-20.91,12.92,24.03,23.28,29.87,19.52,2.28,1,-1.62,0.61,5.14,1.07,0.84,N/A,26.49,24.57,-3.48,6.68,33.88,-0.28,9.57,"1,899.66","1,922.76",0.32,7/11/05,6/30/06,0,"137,827.00",105.254,0,0,0,0,0,0,0.84,0,0,1.28,1.94,1.08,0,1.04,0
200506,11.148,1.109,0.839,0.55,0.55,0.94,0.177,0.495,0,16.331,16.331,14.357,24.61,12.98,8.6,4.63,42.13,7.5,3.35,0,29.74,7.53,4.88,1.59,0.879,0.36,0.316,28.16,0.237,0,28.5,53.23,52.2,27.47,1.75,0.7,0.402,"20,818.81","14,627.53","6,191.28","3,497.51","1,127.08",0,"1,566.69",0,0,0,-239.695,0,"1,326.99",-503.87,37.97,"1,016.92",0,"1,016.92",0,0.55,0.55,"1,867.54",504.89,"2,071.58","6,670.67",0,"6,670.67","6,501.35",0,"10,421.14","16,922.49",0,0,0,0,"8,539.27","8,539.27","5,101.94","37,234.37",0,"3,373.07","9,571.49","20,993.23","1,107.70",1.02,"35,046.52","-20,357.78","14,688.73",0,0,"35,406.57","87,329.68","8,533.15",0,0,"8,227.16","16,760.31","11,993.95",0,0,0,"4,971.38","33,725.64","15,611.82",0,"15,611.82",0,0,"6,592.13","55,929.59",791.505,0,"35,715.62","-6,465.65","1,586.07",-227.456,0,"31,400.09",0,"31,400.09","1,016.92",0,"1,016.92",504.89,824.144,-526.31,0,-655.847,-717.046,-59.159,0,0,178.497,924.102,-593.628,24.48,0,0,-39.779,48.959,0,0,"-1,086.28","-1,646.25",0,-48.959,0,575.269,-314.154,0,212.156,-509.99,-593.628,330.474,10.52,26.18,1.51,1.51,142.12,50.83,0.58,1.24,0.85,10.81,11.73,8.53,8.64,15,1.07,"47,319.12","68,254.22",-25.62,-9.72,-20.86,13.54,24.83,19.9,29.9,5.55,2.29,4,-1.47,0.591,6.01,1.1,0.85,N/A,25.33,22.68,0,14.76,-0.89,47.87,8.51,"1,867.54","1,922.76",0.39,,,0,0,108.747,0,0,0,0,0,0,0.82,0,0,4.43,1.82,1.24,0,0.99,0
200509,11.373,1.073,0.791,0.65,0.65,1.05,0.442,0.953,0.172,17.679,17.679,15.202,28.4,15.02,9.33,5.46,39.5,6.98,4.13,0,29.65,6.96,5.72,3.89,0.86,0.367,0.316,28.28,0.238,0.264,26.24,51.71,52.49,27.02,1.74,0.7,0.405,"20,991.50","14,768.21","6,223.29","3,643.60","1,117.97",1.02,"1,460.70",0,0,0,60.183,0,"1,520.89",-554.904,36.49,"1,200.59",0,"1,200.59",0,0.65,0.65,"1,845.78",520.343,"1,981.05","6,566.03",0,"6,566.03","6,035.60",0,"10,903.26","16,938.86",0,0,0,0,"8,451.07","8,451.07","5,368.50","37,324.45",0,"3,326.37","9,542.52","21,028.22","1,379.10",0,"35,276.20","-20,383.55","14,892.65",0,0,"36,523.72","88,740.82","8,368.45",0,0,"8,508.19","16,876.64","11,831.50",0,0,0,"4,632.02","33,340.16","16,170.77",0,"16,170.77",0,0,"6,663.95","56,174.88",773.194,0,"36,086.12","-5,468.46","1,549.45",-374.356,0,"32,565.94",0,"32,565.94","1,200.59",0,"1,199.97",520.343,465.292,68.761,0,-188.14,365.39,-237.979,0,0,-87.794,"1,759.93",-943.615,32.171,0,0,-184.502,2.12,0,0,"-1,143.39","-2,237.22",0,-152.066,0,544.365,0.084,-1.02,391.363,-85.919,-943.615,816.319,12.14,27.05,1.61,1.61,46.9,20.08,0.66,1.68,0.91,11.15,13.14,7.61,7.62,16.63,1.09,"52,313.94","73,750.17",-26.93,-10.23,-22.18,15.21,25.54,16.86,31.32,2.9,2.32,4,-1.76,0.618,6.5,1.12,0.87,N/A,28.98,23.89,4.2,12.43,5.44,28.35,7.21,"1,845.78","1,842.04",0.41,,,0,0,111.239,0,0,0,0,0,0,0.91,0,0,9.79,1.87,1.68,0,1.11,0
200512,11.391,1.194,0.898,0.612,0.612,0.25,-0.641,-0.026,0,17.388,17.388,14.718,28.97,13.89,8.32,5.13,44.39,7.59,3.6,0,29.96,7.89,5.39,-5.62,0.846,0.373,0.315,28.56,0.238,0,28.25,49.66,53.21,31.8,1.71,0.7,0.408,"20,900.60","14,639.29","6,261.31","3,557.38","1,054.85",0.997,"1,648.08",0,0,0,-243.274,0,"1,404.81",-529.419,37.69,"1,125.64",0,"1,125.64",0,0.612,0.612,"1,834.83",542.439,"2,190.52","5,366.98",0,"5,366.98","6,470.68",0,"10,955.29","17,425.97",0,0,0,0,"8,623.25","8,623.25","5,468.67","36,884.88",0,"3,199.45","9,253.37","20,750.05","1,453.66",0,"34,656.53","-19,847.74","14,808.79",0,0,"34,970.59","86,664.25","7,967.21",0,0,"8,036.01","16,003.22","11,876.54",0,0,0,"4,810.64","32,690.40","15,452.86",0,"15,452.86",0,0,"6,234.39","54,377.65",727.827,0,"34,789.13","-4,129.67","1,458.65",-558.333,-0.997,"32,286.61",0,"32,286.61","1,125.64",0,"1,131.15",542.439,-943.223,-403.965,0,-201.345,"-1,415.70",-46.257,0,0,-259.884,-48.259,"-1,127.34",187.601,0,0,-363.52,388.765,0,0,350.001,-564.493,0,-207.083,0,155.171,-312.893,1.955,-362.851,-975.603,"-1,127.34","-1,175.60",13.14,115.88,1.67,1.67,0,21.47,0.66,1.94,0.94,10.45,13.22,7.56,6.72,17.03,1.06,"53,792.37","75,754.79",-26.39,-9.42,-21.46,14.23,25.73,14.9,30,1.05,2.32,5,-1.49,0.611,6.99,1.13,0.86,N/A,30.61,26.9,-0.8,3.08,-21.3,46.14,6.76,"1,834.83","1,856.83",0.68,,,0,0,118.462,0,0,0,0,0,0,0.97,0,0,27.59,2.04,1.94,0,1.13,0
