Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199506,5.761,0.16,0.16,0.073,0.073,0,0,0,0,5.964,5.964,6.697,0,4.94,0,1.66,12.38,3,0,0,26.48,2.77,1.26,0,1.123,0.334,0.376,34.84,0.329,0,0,49.33,63.66,14.33,1.43,0.74,0.513,"11,179.69","8,219.08","2,960.61","2,650.45",0,0,310.165,0,0,0,-41.529,0,268.636,-127.497,47.46,141.139,0,141.139,0,0.073,0.073,"1,940.69",0,310.165,"1,808.23",0,"1,808.23",0,0,"5,465.21","5,465.21",0,0,0,0,"5,818.61","5,818.61","2,042.46","15,134.50",0,0,0,0,0,"26,722.67","26,722.67","-16,457.52","10,265.15",0,0,"9,343.28","34,742.93","4,443.53",0,0,0,"4,443.53","5,943.30",0,0,0,"4,012.09","14,398.91","7,104.31",0,"7,104.31",0,771.3,848.24,"23,122.76",0,0,"14,107.21",0,0,0,"-2,487.04","11,620.17",0,"11,620.17",141.139,0,141.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.94,-4.1,-9.45,0,0,0,6.1,0,2,5,0,0.688,1.54,1.05,0.65,N/A,0,0,0,18.91,-36.88,24.03,-1.26,"1,940.69","1,948.36",0,,,0,0,84.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199509,5.045,0.13,0.13,0.061,0.061,0,0,0,0.034,5.397,5.397,5.541,0,4.37,0,1.48,10.67,2.37,0,0,27.65,2.57,1.22,0,1.027,0.344,0.353,33.68,0.305,0.554,0,48.13,70.37,22.24,1.3,0.72,0.558,"9,944.08","7,194.79","2,749.29","2,493.31",0,0,255.983,0,0,0,-10.008,0,245.975,-125.097,50.86,120.878,0,120.878,0,0.061,0.061,"1,971.20",0,255.983,"1,749.00",0,"1,749.00",0,0,"4,583.06","4,583.06",0,0,0,0,"5,278.40","5,278.40","1,616.06","13,226.52",0,0,0,0,0,"23,316.11","23,316.11","-14,394.88","8,921.23",0,0,"8,417.99","30,565.74","3,795.29",0,0,0,"3,795.29","4,750.84",0,0,0,"3,960.62","12,506.75","6,044.59",0,"6,044.59",0,785.609,713.396,"20,050.34",0,0,"11,849.38",0,0,0,"-1,333.98","10,515.40",0,"10,515.40",120.878,0,120.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.39,-3.5,-8.04,0,0,0,5.63,0,1.94,0,0,0.563,1.66,1.06,0.64,N/A,0,0,0,-5.15,-20.95,-97.56,-4.33,"1,971.20","1,948.36",0,,,0,0,100.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199512,5.202,5.202,5.202,0.094,0.094,0,0,0,0,0,0,0,0,13.86,0,4.77,907.25,413.75,0,0,0,100,1.8,0,-,0,0,264.8,0.662,0,0,0,0,0,0,0,0.261,"10,117.19",0,"10,117.19",0,0,0,"10,117.19",0,0,0,"-10,117.19",0,0,0,0,182.207,0,182.207,0,0.094,0.094,"1,944.87",0,"10,117.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.207,0,182.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,11.27,39.71,"3,391.28",-9.35,"1,944.87","1,948.36",0,,,0,0,101.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199603,5.981,-13.419,-13.419,0.134,0.134,0,0,0,0.032,5.584,5.584,5.937,10.75,19.63,10.17,6.39,"-2,452.63","-1,102.47",0,0,0,-224.34,2.22,0,1.063,0.326,0.346,288.22,0.721,0.24,0,0,0,0,0,0,0.193,"12,041.69",0,"12,041.69",0,0,"39,056.05","-27,014.36",0,0,0,"27,014.36",0,0,0,0,266.95,0,266.95,0,0.134,0.134,"2,013.16",0,"-27,014.36","2,843.80",0,"2,843.80",0,0,"6,090.88","6,090.88",0,0,0,0,"4,651.48","4,651.48","1,972.06","15,558.22",0,0,0,0,0,"23,208.79","23,208.79","-14,397.25","8,811.55",0,0,"9,053.97","33,423.74","4,635.41",0,0,0,"4,635.41","5,326.60",0,0,0,"4,463.55","14,425.56","6,240.19",0,"6,240.19",0,735.163,"1,142.98","22,543.89",0,0,"11,823.07",0,0,0,-943.217,"10,879.85",0,"10,879.85",266.95,0,266.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,1.93,0,0,0,0,0,0,0,0,0,0,0.62,"20,944.87","29,667.86",-10.11,-3.59,-8.92,0,13.08,0,6.75,0,1.78,4,0,0,2.13,1.08,0.76,N/A,11.56,10.16,0,-1.64,124.88,"-10,265.91",-13.18,"2,013.16","1,948.36",0,,,0,"96,800.00",105.94,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0.82,0
199606,5.834,5.834,5.834,0.217,0.217,0,0,0,0,0,0,0,12.75,30.87,0,10.05,"1,026.26",461.31,0,0,0,100,3.71,0,-,0,0,270.55,0.676,0,0,0,0,0,0,0,0.206,"11,303.69",0,"11,303.69",0,0,0,"11,303.69",0,0,0,"-11,303.69",0,0,0,0,419.812,0,419.812,0,0.217,0.217,"1,937.67",0,"11,303.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.812,0,419.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,"24,841.59","24,841.59",0,0,0,0,13.23,0,0,0,0,0,0,0,0,0,0,No Debt,13.75,10.5,0,1.27,197.92,"3,546.25",-18.43,"1,937.67","1,948.36",0,,,0,0,108.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0
199609,5.847,0.431,0.431,0.231,0.231,0,0,0,0.031,5.912,5.912,5.379,12.66,31.08,14.52,10.51,76.54,19.37,0,0,29.52,7.37,3.94,0,0.91,0.338,0.308,78.7,0.666,0.135,0,52.74,25.56,-27.18,3.57,0.7,0.197,"11,351.29","8,000.40","3,350.89","2,514.36",0,0,836.531,0,0,0,-6.688,0,829.843,-382.241,46.06,447.602,0,447.602,0,0.231,0.231,"1,941.54",0,836.531,"3,368.72",0,"3,368.72",0,0,"2,651.46","2,651.46",0,0,0,0,"4,482.51","4,482.51","5,131.16","15,633.86",0,0,0,0,0,"23,038.40","23,038.40","-14,295.01","8,743.40",0,0,"9,685.52","34,062.78","4,624.08",0,0,0,"4,624.08","4,653.77",0,0,0,"5,495.47","14,773.31","5,827.75",0,"5,827.75",0,811.096,"1,131.01","22,543.17",0,0,"12,114.05",0,0,0,-594.439,"11,519.61",0,"11,519.61",447.602,0,447.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0.5,"24,669.53","31,782.32",-9.84,-3.55,-8.69,0,13.72,0,9.48,0,1.89,0,0,0,3.87,1.06,0.75,N/A,13,11.38,-0.01,15.9,275.94,231.54,-18.1,"1,941.54","1,948.62",0,,,0,0,109.931,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0.92,0
199612,6.032,0.455,0.455,0.28,0.28,0,0,0,0,6.04,6.04,5.316,14.16,18.68,7.98,6.4,40.66,11.38,0,0,29.65,7.54,4.64,0,0.88,0.347,0.305,40.87,0.345,0,0,47.61,50.87,3.26,1.79,0.7,0.392,"11,714.57","8,240.83","3,473.74","2,590.47",0,0,883.274,0,0,0,20.158,0,903.431,-359.682,39.81,543.749,0,543.749,0,0.28,0.28,"1,942.18",0,883.274,"3,375.60",0,"3,375.60",0,0,"5,280.81","5,280.81",0,0,0,0,"4,704.79","4,704.79","2,561.45","15,922.64",0,0,0,0,0,"22,823.40","22,823.40","-14,187.45","8,635.94",0,0,"9,377.30","33,935.89","4,299.90",0,0,0,"4,299.90","4,910.94",0,0,0,"5,660.24","14,871.09","5,447.57",0,"5,447.57",0,737.588,"1,109.39","22,165.63",0,0,"12,175.15",0,0,0,-404.885,"11,770.26",0,"11,770.26",543.749,0,543.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,2.34,0,0,0,0,0,0,0,0,0,0,0.45,"27,592.46","34,575.37",-9.64,-3.2,-8.44,0,21.54,0,10.82,0,2.02,0,0,0.551,4.94,1.07,0.75,N/A,15.03,11.84,0,15.96,198.83,-91.25,-12.55,"1,942.18","1,948.62",0,,,0,0,113.981,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0.66,0
199703,6.108,0.58,0.58,0.266,0.266,0,0,0,0.033,5.789,5.789,5.132,14.63,17.99,7.11,6.1,53.09,11.58,0,0,42.96,9.49,4.35,0,0.887,0.331,0.294,60.26,0.351,0.124,0,65.39,61.62,-3.77,1.48,0.57,0.385,"11,920.06","6,798.85","5,121.21",800.87,0,"3,188.54","1,131.81",0,0,0,-40.154,0,"1,091.65",-573.438,52.53,518.213,0,518.213,0,0.266,0.266,"1,951.61",0,"1,131.81","2,917.74",0,"2,917.74",0,0,"6,261.94","6,261.94",0,0,0,0,"4,477.63","4,477.63","2,276.12","15,933.42",0,0,0,0,0,"21,819.91","21,819.91","-13,399.41","8,420.50",0,0,"9,696.58","34,050.50","4,871.93",0,0,0,"4,871.93","4,035.73",0,0,0,"5,786.47","14,694.14","5,965.13",0,"5,965.13",0,270.601,"1,840.88","22,770.74",0,0,"11,785.98",0,0,0,-506.218,"11,279.76",0,"11,279.76",518.213,0,518.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.53,0,0,0,0,0,0,0,0,0,0,0.44,"28,508.75","35,591.87",-10.19,-3.51,-9.04,0,14.05,0,11.37,0,2.05,6,-2.98,0.541,5.67,1.08,0.78,N/A,16.22,13,0,2.12,97.67,104.32,-4.39,"1,951.61","1,948.65",0,,,0,"101,180.00",122.774,0,0,0,0,0,0,1.29,0,0,0,0,0,0,1.04,0
199706,6.344,0.492,0.492,0.278,0.278,0,0,0,0,6.348,6.348,5.694,15.05,18.43,7.78,6.21,44.72,10.59,0,0,30.19,7.76,4.39,0,0.897,0.342,0.307,42.71,0.354,0,0,51.48,47.74,-3.74,1.91,0.7,0.365,"12,419.80","8,670.81","3,748.99","2,155.56",629.446,0,963.98,0,0,0,35.811,0,999.791,-454.806,45.49,544.985,0,544.985,0,0.278,0.278,"1,957.84",0,963.98,"2,129.58",0,"2,129.58",0,0,"6,400.49","6,400.49",0,0,0,0,"4,595.81","4,595.81","2,601.34","15,727.22",0,0,0,0,0,"22,922.77","22,922.77","-14,099.39","8,823.38",0,0,"11,624.44","36,175.04","4,891.72",0,0,0,"4,891.72","4,787.90",0,0,0,"5,501.11","15,180.73","6,307.50",0,"6,307.50",0,428.224,"1,887.84","23,804.29",0,0,"13,173.13",0,0,0,-802.381,"12,370.75",0,"12,370.75",544.985,0,544.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.37,0,0,0,0,0,0,0,0,0,0,0.43,"29,327.18","38,293.00",-11.12,-4.14,-9.94,0,14.05,0,12.27,0,2.2,0,0,0.627,5.68,1.04,0.73,N/A,16.69,14.28,0,8.74,28.48,-91.57,6.28,"1,957.84","1,948.65",0,,,0,0,114.286,0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.07,0
199709,5.817,0.505,0.505,0.272,0.272,0,0,0,0.034,6.297,6.297,5.632,17.44,17.25,6.23,5.9,45.07,9.91,0,0,32.32,8.67,4.67,0,0.894,0.342,0.306,40.81,0.316,0.127,0,57.49,54.02,-3.47,1.69,0.68,0.401,"11,381.87","7,703.67","3,678.20","2,137.88",553.11,0,987.206,0,0,0,13.755,0,"1,000.96",-469.481,46.9,531.48,0,531.48,0,0.272,0.272,"1,956.70",0,987.206,"2,268.56",0,"2,268.56",0,0,"6,033.28","6,033.28",0,0,0,0,"4,526.05","4,526.05","2,655.61","15,483.50",0,0,0,0,0,"22,261.86","22,261.86","-13,562.61","8,699.25",0,0,"11,738.12","35,920.87","4,853.30",0,0,0,"4,853.30","4,699.89",0,0,0,"5,658.59","15,211.78","6,275.29",0,"6,275.29",0,353.656,"1,809.55","23,650.27",0,0,"12,979.50",0,0,0,-708.906,"12,270.59",0,"12,270.59",531.48,0,531.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,0,0,0,0,0,0,0,0,0,0,0.39,"33,984.46","42,691.08",-10.97,-4.19,-9.81,0,14.1,0,12.46,0,2.16,3,-2.3,0.58,5.95,1.02,0.72,N/A,17.91,14.55,0,-0.51,17.82,17.17,17.56,"1,956.70","1,948.65",1.08,,,0,0,120.89,0,0,0,0,0,0,1.4,0,0,0,0,0,0,1.24,0
199712,6.19,0.506,0.506,0.26,0.26,0,0,0,0,6.178,6.178,5.544,18.47,16.59,5.55,5.7,45.86,9.79,11.34,0,30.7,8.17,4.19,0,0.897,0.346,0.311,41.74,0.34,0,0,50.79,49,-1.79,1.86,0.69,0.372,"12,019.18","8,329.67","3,689.51","2,131.87",575.332,0,982.309,0,0,0,-13.408,0,968.901,-464.843,47.98,504.059,0,504.059,0,0.26,0.26,"1,941.75",0,982.309,"2,046.28",0,"2,046.28",0,0,"6,107.48","6,107.48",0,0,0,0,"4,419.89","4,419.89","2,625.94","15,199.58",0,0,0,0,0,"21,509.09","21,509.09","-13,074.17","8,434.92",0,0,"11,159.76","34,794.26","4,636.13",0,0,0,"4,636.13","4,616.17",0,0,0,"5,346.85","14,599.15","6,187.92",0,"6,187.92",0,257.574,"1,709.87","22,754.51",0,0,"12,562.75",0,0,0,-523.011,"12,039.74",0,"12,039.74",504.059,0,504.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,0,0,0,0,0,0,0,0,0.37,"35,992.12","44,749.94",-10.63,-3.88,-9.49,0,13.63,0,12.23,0,2.18,5,-2.84,0.579,6.03,1.04,0.74,N/A,18.84,15.83,0,2.62,-7.28,11.21,28.61,"1,941.75","1,948.68",1.1,,,0,0,129.734,0,0,0,0,0,0,1.51,0,0,0,0,0,0,1.36,0
199803,6.673,0.429,0.429,0.279,0.279,0,0,0,0.032,6.426,6.426,5.627,17.75,17.73,6.42,6.02,38.28,10.84,7.42,0,39.88,6.43,4.18,0,0.876,0.334,0.292,57.47,0.36,0.116,0,65.31,53.04,-12.27,1.72,0.6,0.349,"13,035.95","7,836.94","5,199.00","2,589.02",574.796,"1,196.84",838.35,0,0,0,-34.302,0,804.049,-259.208,32.24,544.841,0,544.841,0,0.279,0.279,"1,953.51",0,838.35,"2,632.58",0,"2,632.58",0,0,"8,234.26","8,234.26",0,0,0,0,"4,690.13","4,690.13","2,374.40","17,931.37",0,0,0,0,0,"22,476.85","22,476.85","-13,391.87","9,084.98",0,0,"10,567.11","37,583.45","5,609.21",0,0,0,"5,609.21","5,699.02",0,0,0,"5,962.76","17,270.98","5,289.90",0,"5,289.90",0,0,"2,266.35","24,827.22",0,0,"13,222.26",0,0,0,-672.45,"12,549.81",206.416,"12,756.23",544.841,0,544.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,0,0,0,0,0,0,0,0,0.38,"34,662.73","43,225.48",-11.47,-3.64,-10.27,0,14.02,0,12.55,0,2.07,3,-2.13,0.607,5.66,1.04,0.77,N/A,19.06,16.81,-0.21,9.25,5.02,-26.03,39.43,"1,953.51","1,952.83",0.94,,,0,"102,987.00",129.082,0,0,0,0,0,0,1.41,0,0,0,0,0,0,1.27,0
199806,5.805,0.523,0.523,0.285,0.285,0,0,0,0,6.349,6.349,5.902,17.86,17.84,6.35,6.01,46.44,10.37,7.64,0,30.99,9,4.9,0,0.93,0.34,0.316,38,0.307,0,0,52.32,52.49,0.17,1.74,0.69,0.397,"11,349.90","7,832.85","3,517.05","1,980.93",514.217,0,"1,021.90",0,0,0,-11.187,0,"1,010.71",-454.222,44.94,556.491,0,556.491,0,0.285,0.285,"1,955.13",0,"1,021.90","1,633.44",0,"1,633.44",0,0,"8,426.86","8,426.86",0,0,0,0,"4,321.34","4,321.34","2,632.07","17,013.71",0,0,0,0,0,"21,167.74","21,167.74","-12,647.32","8,520.42",0,0,"10,919.84","36,453.97","4,491.03",0,0,0,"4,491.03","7,124.99",0,0,0,"5,661.93","17,277.95","4,400.94",0,"4,400.94",0,0,"2,377.04","24,055.93",0,0,"12,541.39",0,0,0,-143.355,"12,398.04",0,"12,398.04",556.491,0,556.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,2.81,0,0,0,0,0,0,0,0,0,0,0.37,"34,877.54","44,770.03",-11.48,-3.61,-10.38,0,13.72,0,12.51,0,2,6,-2.22,0.593,5.86,0.98,0.73,N/A,18.2,16.42,0,-8.5,2.25,6.3,49.55,"1,955.13","1,952.83",1.07,,,0,0,140.331,0,0,0,0,0,0,1.43,0,0,0,0,0,0,1.3,0
199809,5.864,0.586,0.586,0.305,0.305,0,0,0,0.026,6.763,6.763,6.081,15.17,18.63,8.32,6.41,52.59,11.01,5.78,0,33.61,9.99,5.2,0,0.899,0.347,0.312,41.37,0.308,0.086,0,57.2,53.49,-3.71,1.71,0.66,0.389,"11,444.60","7,597.62","3,846.98","2,172.65",530.573,0,"1,143.76",0,0,0,-42.731,0,"1,101.03",-505.341,45.9,595.686,0,595.686,0,0.305,0.305,"1,951.67",0,"1,143.76","2,372.88",0,"2,372.88",0,0,"8,106.82","8,106.82",0,0,0,0,"4,585.41","4,585.41","2,784.11","17,849.21",0,0,0,0,0,"22,128.79","22,128.79","-13,251.39","8,877.40",0,0,"11,202.97","37,929.58","4,762.94",0,0,0,"4,762.94","7,159.83",0,0,0,"5,822.36","17,745.13","4,691.52",0,"4,691.52",0,0,"2,313.56","24,750.22",0,0,"13,708.51",0,0,0,-529.148,"13,179.36",0,"13,179.36",595.686,0,595.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.24,0,0,0,0,0,0,0,0,0,0,0.39,"29,563.75","39,042.23",-11.48,-3.54,-10.31,0,13.75,0,13.1,0,2.09,4,-1.88,0.622,5.8,1.01,0.75,N/A,19.83,14.86,0.2,0.81,12.37,16.04,58.19,"1,951.67","1,948.83",0.84,,,0,0,134.481,0,0,0,0,0,0,1.16,0,0,0,0,0,0,1.1,0
199812,6.592,0.605,0.605,0.333,0.333,0,0,0,0,7.521,7.521,6.774,16.69,18.61,8.38,6.57,50.65,10.6,5.95,0,32.9,9.17,5.06,0,0.901,0.358,0.323,42.75,0.325,0,0,52.75,50.74,-2.01,1.8,0.67,0.373,"12,808.89","8,595.35","4,213.54","2,371.82",666.72,0,"1,175.01",0,0,0,25.011,0,"1,200.02",-552.372,46.03,647.646,0,647.646,0,0.333,0.333,"1,943.07",0,"1,175.01","2,666.69",0,"2,666.69",0,0,"8,199.56","8,199.56",0,0,0,0,"4,973.49","4,973.49","3,396.47","19,236.20",0,0,0,0,0,"24,509.82","24,509.82","-14,829.78","9,680.04",0,0,"11,995.42","40,911.66","4,969.11",0,0,0,"4,969.11","7,932.71",0,0,0,"5,742.59","18,644.42","5,268.95",0,"5,268.95",0,0,"2,340.48","26,253.85",737.47,0,"16,335.86","-3,893.86","1,478.35",0,0,"14,657.82",0,"14,657.82",647.646,0,647.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0.35,"32,525.97","43,060.95",-12.1,-3.6,-10.83,0,13.97,0,14.26,0,2.26,4,-2.1,0.664,5.73,1.03,0.76,N/A,19.44,13.06,0,6.49,28.4,19.57,62.94,"1,943.07","1,948.83",0.8,,,0,0,117.071,0,0,0,0,0,0,1.17,0,0,0,0,0,0,1.19,0
199903,6.512,0.457,0.457,0.287,0.287,0,0,0,0.041,7.583,7.583,6.68,22.28,15.18,5.16,5.38,36.85,9.84,6.46,0,43.28,7.02,4.41,0,0.881,0.35,0.309,52.75,0.305,0.143,0,74.52,63.49,-11.03,1.44,0.57,0.395,"12,660.29","7,181.13","5,479.16","2,403.51",717.857,"1,469.08",888.71,0,0,0,-79.027,0,809.683,-251.056,31.01,558.627,0,558.627,0,0.287,0.287,"1,944.14",0,888.71,"3,163.73",0,"3,163.73",0,0,"8,870.98","8,870.98",0,0,0,0,"5,019.76","5,019.76","2,800.30","19,854.77",0,0,0,0,0,"24,222.23","24,222.23","-14,609.53","9,612.70",0,0,"12,709.74","42,177.21","5,864.45",0,0,0,"5,864.45","7,379.88",0,0,0,"5,733.67","18,977.99","5,639.17",0,"5,639.17",0,0,"2,782.36","27,399.52",721.082,0,"16,568.54","-3,957.38","1,445.45",0,0,"14,777.69",0,"14,777.69",558.627,0,558.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0.3,"43,419.93","53,275.25",-12.44,-3.87,-11.15,0,13.87,39.61,14.37,0,2.14,5,-2.22,0.602,5.59,1.05,0.78,N/A,22.83,16.06,0,-2.41,3.02,6.53,64.84,"1,944.14","1,948.83",0.81,,,0,"112,200.00",119.473,0,0,0,0,0,0,1.55,0,0,0,0,0.56,0,1.61,0
